lon_min, lon_max, lat_min, lat_max, depth_min, depth_max, m_min, m_max, rate, dispersion, mask
166.3,166.4,-45.5,-45.4,0.0,40.0,5.0,10.5,5.5150366809795332e-04,0.000000,1
166.3,166.4,-45.4,-45.3,0.0,40.0,5.0,10.5,5.4819600806702549e-04,0.000000,1
166.3,166.4,-45.3,-45.2,0.0,40.0,5.0,10.5,5.8788792843816060e-04,0.000000,1
166.3,166.4,-45.2,-45.1,0.0,40.0,5.0,10.5,5.6220492113919082e-04,0.000000,1
166.3,166.4,-45.1,-45.0,0.0,40.0,5.0,10.5,4.7260624794846670e-04,0.000000,1
166.4,166.5,-47.0,-46.9,0.0,40.0,5.0,10.5,8.5259801503095140e-05,0.000000,1
166.4,166.5,-46.9,-46.8,0.0,40.0,5.0,10.5,9.2264258039177803e-05,0.000000,1
166.4,166.5,-46.8,-46.7,0.0,40.0,5.0,10.5,1.0331573390721936e-04,0.000000,1
166.4,166.5,-46.7,-46.6,0.0,40.0,5.0,10.5,1.2403725115979724e-04,0.000000,1
166.4,166.5,-46.6,-46.5,0.0,40.0,5.0,10.5,1.5915681795876729e-04,0.000000,1
166.4,166.5,-46.5,-46.4,0.0,40.0,5.0,10.5,1.8017018756701531e-04,0.000000,1
166.4,166.5,-46.4,-46.3,0.0,40.0,5.0,10.5,1.7267931043814911e-04,0.000000,1
166.4,166.5,-46.3,-46.2,0.0,40.0,5.0,10.5,1.8561809820619071e-04,0.000000,1
166.4,166.5,-46.2,-46.1,0.0,40.0,5.0,10.5,2.0653418369588199e-04,0.000000,1
166.4,166.5,-46.1,-46.0,0.0,40.0,5.0,10.5,2.3241175923196519e-04,0.000000,1
166.4,166.5,-46.0,-45.9,0.0,40.0,5.0,10.5,2.6568292777835788e-04,0.000000,1
166.4,166.5,-45.9,-45.8,0.0,40.0,5.0,10.5,3.2716649070619458e-04,0.000000,1
166.4,166.5,-45.8,-45.7,0.0,40.0,5.0,10.5,4.0119970492784616e-04,0.000000,1
166.4,166.5,-45.7,-45.6,0.0,40.0,5.0,10.5,4.1287379915465057e-04,0.000000,1
166.4,166.5,-45.6,-45.5,0.0,40.0,5.0,10.5,4.6540722317527062e-04,0.000000,1
166.4,166.5,-45.5,-45.4,0.0,40.0,5.0,10.5,5.5150366809795332e-04,0.000000,1
166.4,166.5,-45.4,-45.3,0.0,40.0,5.0,10.5,6.1590575458249136e-04,0.000000,1
166.4,166.5,-45.3,-45.2,0.0,40.0,5.0,10.5,6.3429245298970830e-04,0.000000,1
166.4,166.5,-45.2,-45.1,0.0,40.0,5.0,10.5,5.7679753892269639e-04,0.000000,1
166.4,166.5,-45.1,-45.0,0.0,40.0,5.0,10.5,4.9498159521650859e-04,0.000000,1
166.4,166.5,-45.0,-44.9,0.0,40.0,5.0,10.5,4.4079434118042462e-04,0.000000,1
166.5,166.6,-47.1,-47.0,0.0,40.0,5.0,10.5,7.0667183719589583e-05,0.000000,1
166.5,166.6,-47.0,-46.9,0.0,40.0,5.0,10.5,7.4626647344847431e-05,0.000000,1
166.5,166.6,-46.9,-46.8,0.0,40.0,5.0,10.5,8.0765275225775428e-05,0.000000,1
166.5,166.6,-46.8,-46.7,0.0,40.0,5.0,10.5,9.1787565858249967e-05,0.000000,1
166.5,166.6,-46.7,-46.6,0.0,40.0,5.0,10.5,1.2082687524742603e-04,0.000000,1
166.5,166.6,-46.6,-46.5,0.0,40.0,5.0,10.5,2.2151593795361436e-04,0.000000,1
166.5,166.6,-46.5,-46.4,0.0,40.0,5.0,10.5,1.9126057708247952e-04,0.000000,1
166.5,166.6,-46.4,-46.3,0.0,40.0,5.0,10.5,1.6061607973711785e-04,0.000000,1
166.5,166.6,-46.3,-46.2,0.0,40.0,5.0,10.5,1.6732868391753042e-04,0.000000,1
166.5,166.6,-46.2,-46.1,0.0,40.0,5.0,10.5,1.8727192822165465e-04,0.000000,1
166.5,166.6,-46.1,-46.0,0.0,40.0,5.0,10.5,2.1178752609794400e-04,0.000000,1
166.5,166.6,-46.0,-45.9,0.0,40.0,5.0,10.5,2.5274414001031633e-04,0.000000,1
166.5,166.6,-45.9,-45.8,0.0,40.0,5.0,10.5,3.7862978942269085e-04,0.000000,1
166.5,166.6,-45.8,-45.7,0.0,40.0,5.0,10.5,5.6492887645877852e-04,0.000000,1
166.5,166.6,-45.7,-45.6,0.0,40.0,5.0,10.5,4.8204280744846694e-04,0.000000,1
166.5,166.6,-45.6,-45.5,0.0,40.0,5.0,10.5,4.6346154080413647e-04,0.000000,1
166.5,166.6,-45.5,-45.4,0.0,40.0,5.0,10.5,5.3311696969073638e-04,0.000000,1
166.5,166.6,-45.4,-45.3,0.0,40.0,5.0,10.5,6.6882831507733803e-04,0.000000,1
166.5,166.6,-45.3,-45.2,0.0,40.0,5.0,10.5,7.5404920293301047e-04,0.000000,1
166.5,166.6,-45.2,-45.1,0.0,40.0,5.0,10.5,6.7826487457733832e-04,0.000000,1
166.5,166.6,-45.1,-45.0,0.0,40.0,5.0,10.5,5.4226167683506655e-04,0.000000,1
166.5,166.6,-45.0,-44.9,0.0,40.0,5.0,10.5,4.6326697256702306e-04,0.000000,1
166.5,166.6,-44.9,-44.8,0.0,40.0,5.0,10.5,4.1812714155671255e-04,0.000000,1
166.6,166.7,-47.2,-47.1,0.0,40.0,5.0,10.5,5.8924990609795439e-05,0.000000,1
166.6,166.7,-47.1,-47.0,0.0,40.0,5.0,10.5,6.1376550397424363e-05,0.000000,1
166.6,166.7,-47.0,-46.9,0.0,40.0,5.0,10.5,6.5170631021135817e-05,0.000000,1
166.6,166.7,-46.9,-46.8,0.0,40.0,5.0,10.5,7.0988221310826712e-05,0.000000,1
166.6,166.7,-46.8,-46.7,0.0,40.0,5.0,10.5,8.0998757110311510e-05,0.000000,1
166.6,166.7,-46.7,-46.6,0.0,40.0,5.0,10.5,1.0584512098969365e-04,0.000000,1
166.6,166.7,-46.6,-46.5,0.0,40.0,5.0,10.5,1.7948919873711838e-04,0.000000,1
166.6,166.7,-46.5,-46.4,0.0,40.0,5.0,10.5,1.7170646925258206e-04,0.000000,1
166.6,166.7,-46.4,-46.3,0.0,40.0,5.0,10.5,1.4748272373196284e-04,0.000000,1
166.6,166.7,-46.3,-46.2,0.0,40.0,5.0,10.5,1.5283335025258153e-04,0.000000,1
166.6,166.7,-46.2,-46.1,0.0,40.0,5.0,10.5,1.7345758338660274e-04,0.000000,1
166.6,166.7,-46.1,-46.0,0.0,40.0,5.0,10.5,1.9408181652062393e-04,0.000000,1
166.6,166.7,-46.0,-45.9,0.0,40.0,5.0,10.5,2.3367645277320236e-04,0.000000,1
166.6,166.7,-45.9,-45.8,0.0,40.0,5.0,10.5,3.5576802156186548e-04,0.000000,1
166.6,166.7,-45.8,-45.7,0.0,40.0,5.0,10.5,5.4615304157733474e-04,0.000000,1
166.6,166.7,-45.7,-45.6,0.0,40.0,5.0,10.5,5.6648542235568573e-04,0.000000,1
166.6,166.7,-45.6,-45.5,0.0,40.0,5.0,10.5,4.7357908913403377e-04,0.000000,1
166.6,166.7,-45.5,-45.4,0.0,40.0,5.0,10.5,5.3340882204640650e-04,0.000000,1
166.6,166.7,-45.4,-45.3,0.0,40.0,5.0,10.5,7.2710150209280360e-04,0.000000,1
166.6,166.7,-45.3,-45.2,0.0,40.0,5.0,10.5,9.7965107386600663e-04,0.000000,1
166.6,166.7,-45.2,-45.1,0.0,40.0,5.0,10.5,9.0386674551033415e-04,0.000000,1
166.6,166.7,-45.1,-45.0,0.0,40.0,5.0,10.5,6.4742580899486326e-04,0.000000,1
166.6,166.7,-45.0,-44.9,0.0,40.0,5.0,10.5,5.0256975646393144e-04,0.000000,1
166.6,166.7,-44.9,-44.8,0.0,40.0,5.0,10.5,4.2892567871650669e-04,0.000000,1
166.6,166.7,-44.8,-44.7,0.0,40.0,5.0,10.5,3.7668410705155682e-04,0.000000,1
166.7,166.8,-47.3,-47.2,0.0,40.0,5.0,10.5,5.3945755088733638e-05,0.000000,1
166.7,166.8,-47.2,-47.1,0.0,40.0,5.0,10.5,5.4047527127432733e-05,0.000000,1
166.7,166.8,-47.1,-47.0,0.0,40.0,5.0,10.5,5.4149134528014338e-05,0.000000,1
166.7,166.8,-47.0,-46.9,0.0,40.0,5.0,10.5,5.6930666179383025e-05,0.000000,1
166.7,166.8,-46.9,-46.8,0.0,40.0,5.0,10.5,6.2417490465981111e-05,0.000000,1
166.7,166.8,-46.8,-46.7,0.0,40.0,5.0,10.5,7.1036863370105052e-05,0.000000,1
166.7,166.8,-46.7,-46.6,0.0,40.0,5.0,10.5,8.6592593927321983e-05,0.000000,1
166.7,166.8,-46.6,-46.5,0.0,40.0,5.0,10.5,1.2462095587113746e-04,0.000000,1
166.7,166.8,-46.5,-46.4,0.0,40.0,5.0,10.5,1.3386294713402434e-04,0.000000,1
166.7,166.8,-46.4,-46.3,0.0,40.0,5.0,10.5,1.3074985534020978e-04,0.000000,1
166.7,166.8,-46.3,-46.2,0.0,40.0,5.0,10.5,1.4320222251546787e-04,0.000000,1
166.7,166.8,-46.2,-46.1,0.0,40.0,5.0,10.5,1.7413857221649964e-04,0.000000,1
166.7,166.8,-46.1,-46.0,0.0,40.0,5.0,10.5,1.7948919873711838e-04,0.000000,1
166.7,166.8,-46.0,-45.9,0.0,40.0,5.0,10.5,2.0847986606701608e-04,0.000000,1
166.7,166.8,-45.9,-45.8,0.0,40.0,5.0,10.5,2.7550862375258489e-04,0.000000,1
166.7,166.8,-45.8,-45.7,0.0,40.0,5.0,10.5,3.7240360583506180e-04,0.000000,1
166.7,166.8,-45.7,-45.6,0.0,40.0,5.0,10.5,4.5169016245877542e-04,0.000000,1
166.7,166.8,-45.6,-45.5,0.0,40.0,5.0,10.5,4.4089162529898127e-04,0.000000,1
166.7,166.8,-45.5,-45.4,0.0,40.0,5.0,10.5,5.2805819552578781e-04,0.000000,1
166.7,166.8,-45.4,-45.3,0.0,40.0,5.0,10.5,7.7603541372682559e-04,0.000000,1
166.7,166.8,-45.3,-45.2,0.0,40.0,5.0,10.5,1.1304414576288973e-03,0.000000,1
166.7,166.8,-45.2,-45.1,0.0,40.0,5.0,10.5,1.1596266931959082e-03,0.000000,1
166.7,166.8,-45.1,-45.0,0.0,40.0,5.0,10.5,7.8333172261857843e-04,0.000000,1
166.7,166.8,-45.0,-44.9,0.0,40.0,5.0,10.5,5.5899454522681947e-04,0.000000,1
166.7,166.8,-44.9,-44.8,0.0,40.0,5.0,10.5,4.4585311534537313e-04,0.000000,1
166.7,166.8,-44.8,-44.7,0.0,40.0,5.0,10.5,3.7824065294846413e-04,0.000000,1
166.7,166.8,-44.7,-44.6,0.0,40.0,5.0,10.5,3.2609636540207085e-04,0.000000,1
166.8,166.9,-47.4,-47.3,0.0,40.0,5.0,10.5,5.3843818721876670e-05,0.000000,1
166.8,166.9,-47.3,-47.2,0.0,40.0,5.0,10.5,5.3945755088718310e-05,0.000000,1
166.8,166.9,-47.2,-47.1,0.0,40.0,5.0,10.5,5.4047527127417419e-05,0.000000,1
166.8,166.9,-47.1,-47.0,0.0,40.0,5.0,10.5,5.4149134527998956e-05,0.000000,1
166.8,166.9,-47.0,-46.9,0.0,40.0,5.0,10.5,5.4250576980887293e-05,0.000000,1
166.8,166.9,-46.9,-46.8,0.0,40.0,5.0,10.5,5.5199008869073693e-05,0.000000,1
166.8,166.9,-46.8,-46.7,0.0,40.0,5.0,10.5,6.2184008581445016e-05,0.000000,1
166.8,166.9,-46.7,-46.6,0.0,40.0,5.0,10.5,8.5337628797940501e-05,0.000000,1
166.8,166.9,-46.6,-46.5,0.0,40.0,5.0,10.5,9.8937948572167691e-05,0.000000,1
166.8,166.9,-46.5,-46.4,0.0,40.0,5.0,10.5,1.0886092866495145e-04,0.000000,1
166.8,166.9,-46.4,-46.3,0.0,40.0,5.0,10.5,1.1489254401546708e-04,0.000000,1
166.8,166.9,-46.3,-46.2,0.0,40.0,5.0,10.5,1.3006886651031286e-04,0.000000,1
166.8,166.9,-46.2,-46.1,0.0,40.0,5.0,10.5,1.5516816909794242e-04,0.000000,1
166.8,166.9,-46.1,-46.0,0.0,40.0,5.0,10.5,1.5905953384021059e-04,0.000000,1
166.8,166.9,-46.0,-45.9,0.0,40.0,5.0,10.5,1.8065660815979879e-04,0.000000,1
166.8,166.9,-45.9,-45.8,0.0,40.0,5.0,10.5,2.2394804091753197e-04,0.000000,1
166.8,166.9,-45.8,-45.7,0.0,40.0,5.0,10.5,2.8085925027320364e-04,0.000000,1
166.8,166.9,-45.7,-45.6,0.0,40.0,5.0,10.5,3.3699218668042171e-04,0.000000,1
166.8,166.9,-45.6,-45.5,0.0,40.0,5.0,10.5,3.8436955241753638e-04,0.000000,1
166.8,166.9,-45.5,-45.4,0.0,40.0,5.0,10.5,4.9050652576290016e-04,0.000000,1
166.8,166.9,-45.4,-45.3,0.0,40.0,5.0,10.5,7.1776222671136012e-04,0.000000,1
166.8,166.9,-45.3,-45.2,0.0,40.0,5.0,10.5,1.0458042744845651e-03,0.000000,1
166.8,166.9,-45.2,-45.1,0.0,40.0,5.0,10.5,1.2160514819587966e-03,0.000000,1
166.8,166.9,-45.1,-45.0,0.0,40.0,5.0,10.5,9.0318575668043742e-04,0.000000,1
166.8,166.9,-45.0,-44.9,0.0,40.0,5.0,10.5,6.2427218877836776e-04,0.000000,1
166.8,166.9,-44.9,-44.8,0.0,40.0,5.0,10.5,4.7494106679382757e-04,0.000000,1
166.8,166.9,-44.8,-44.7,0.0,40.0,5.0,10.5,3.9643278311856761e-04,0.000000,1
166.8,166.9,-44.7,-44.6,0.0,40.0,5.0,10.5,3.3874330081444239e-04,0.000000,1
166.8,166.9,-44.6,-44.5,0.0,40.0,5.0,10.5,2.9516001570103909e-04,0.000000,1
166.9,167.0,-47.6,-47.5,0.0,40.0,5.0,10.5,5.3639454246393808e-05,0.000000,1
166.9,167.0,-47.5,-47.4,0.0,40.0,5.0,10.5,5.3741718337433576e-05,0.000000,1
166.9,167.0,-47.4,-47.3,0.0,40.0,5.0,10.5,5.3843818721876670e-05,0.000000,1
166.9,167.0,-47.3,-47.2,0.0,40.0,5.0,10.5,5.3945755088718310e-05,0.000000,1
166.9,167.0,-47.2,-47.1,0.0,40.0,5.0,10.5,5.4047527127417419e-05,0.000000,1
166.9,167.0,-47.1,-47.0,0.0,40.0,5.0,10.5,5.4149134527998956e-05,0.000000,1
166.9,167.0,-47.0,-46.9,0.0,40.0,5.0,10.5,5.4250576980887293e-05,0.000000,1
166.9,167.0,-46.9,-46.8,0.0,40.0,5.0,10.5,5.4351854177137430e-05,0.000000,1
166.9,167.0,-46.8,-46.7,0.0,40.0,5.0,10.5,5.4946070160826265e-05,0.000000,1
166.9,167.0,-46.7,-46.6,0.0,40.0,5.0,10.5,7.4928228112373214e-05,0.000000,1
166.9,167.0,-46.6,-46.5,0.0,40.0,5.0,10.5,8.5658666389177630e-05,0.000000,1
166.9,167.0,-46.5,-46.4,0.0,40.0,5.0,10.5,9.4336409764435612e-05,0.000000,1
166.9,167.0,-46.4,-46.3,0.0,40.0,5.0,10.5,1.0185647212886879e-04,0.000000,1
166.9,167.0,-46.3,-46.2,0.0,40.0,5.0,10.5,1.1372513459278665e-04,0.000000,1
166.9,167.0,-46.2,-46.1,0.0,40.0,5.0,10.5,1.2656663824227155e-04,0.000000,1
166.9,167.0,-46.1,-46.0,0.0,40.0,5.0,10.5,1.3775431187629245e-04,0.000000,1
166.9,167.0,-46.0,-45.9,0.0,40.0,5.0,10.5,1.5837854501031366e-04,0.000000,1
166.9,167.0,-45.9,-45.8,0.0,40.0,5.0,10.5,1.9213613414948983e-04,0.000000,1
166.9,167.0,-45.8,-45.7,0.0,40.0,5.0,10.5,2.3571941926289310e-04,0.000000,1
166.9,167.0,-45.7,-45.6,0.0,40.0,5.0,10.5,2.8105381851031700e-04,0.000000,1
166.9,167.0,-45.6,-45.5,0.0,40.0,5.0,10.5,3.3115513956701942e-04,0.000000,1
166.9,167.0,-45.5,-45.4,0.0,40.0,5.0,10.5,4.1092811678351653e-04,0.000000,1
